Fr[0][0] = 0.007813 ,Fi[0][0] = 0.007813
Fr[22][16] = 0.000000 ,Fi[22][16] = 0.000000
Fr[22][17] = 0.000000 ,Fi[22][17] = 0.000000
Fr[22][18] = 0.000000 ,Fi[22][18] = 0.000000
Fr[22][19] = 0.000000 ,Fi[22][19] = 0.000000
Fr[22][20] = 0.000000 ,Fi[22][20] = 0.000000
Fr[22][21] = 0.000000 ,Fi[22][21] = 0.000000
Fr[22][22] = 0.000000 ,Fi[22][22] = 0.000000
Fr[22][23] = 0.000000 ,Fi[22][23] = 0.000000
Fr[22][24] = 0.000000 ,Fi[22][24] = 0.000000
Fr[22][25] = 0.000000 ,Fi[22][25] = 0.000000
Fr[22][26] = 0.000000 ,Fi[22][26] = 0.000000
Fr[22][27] = 0.000000 ,Fi[22][27] = 0.000000
Fr[22][28] = 0.000000 ,Fi[22][28] = 0.000000
Fr[22][29] = 0.000000 ,Fi[22][29] = 0.000000
Fr[22][30] = 0.000000 ,Fi[22][30] = 0.000000
Fr[22][31] = 0.000000 ,Fi[22][31] = 0.000000
Fr[23][0] = -0.022415 ,Fi[23][0] = -0.227585
Fr[23][1] = 0.000000 ,Fi[23][1] = 0.000000
Fr[23][2] = 0.000000 ,Fi[23][2] = 0.000000
Fr[23][3] = 0.000000 ,Fi[23][3] = 0.000000
Fr[23][4] = 0.000000 ,Fi[23][4] = 0.000000
Fr[23][5] = 0.000000 ,Fi[23][5] = 0.000000
Fr[23][6] = 0.000000 ,Fi[23][6] = 0.000000
Fr[23][7] = 0.000000 ,Fi[23][7] = 0.000000
Fr[23][8] = 0.000000 ,Fi[23][8] = 0.000000
Fr[23][9] = 0.000000 ,Fi[23][9] = 0.000000
Fr[23][10] = 0.000000 ,Fi[23][10] = 0.000000
Fr[23][11] = 0.000000 ,Fi[23][11] = 0.000000
Fr[23][12] = 0.000000 ,Fi[23][12] = 0.000000
Fr[23][13] = 0.000000 ,Fi[23][13] = 0.000000
Fr[23][14] = 0.000000 ,Fi[23][14] = 0.000000
Fr[23][15] = 0.000000 ,Fi[23][15] = 0.000000
Fr[23][16] = 0.000000 ,Fi[23][16] = 0.000000
Fr[23][17] = 0.000000 ,Fi[23][17] = 0.000000
Fr[23][18] = 0.000000 ,Fi[23][18] = 0.000000
Fr[23][19] = 0.000000 ,Fi[23][19] = 0.000000
Fr[23][20] = 0.000000 ,Fi[23][20] = 0.000000
Fr[23][21] = 0.000000 ,Fi[23][21] = 0.000000
Fr[23][22] = 0.000000 ,Fi[23][22] = 0.000000
Fr[23][23] = 0.000000 ,Fi[23][23] = 0.000000
Fr[23][24] = 0.000000 ,Fi[23][24] = 0.000000
Fr[23][25] = 0.000000 ,Fi[23][25] = 0.000000
Fr[23][26] = 0.000000 ,Fi[23][26] = 0.000000
Fr[23][27] = 0.000000 ,Fi[23][27] = 0.000000
Fr[23][28] = 0.000000 ,Fi[23][28] = 0.000000
Fr[23][29] = 0.000000 ,Fi[23][29] = 0.000000
Fr[23][30] = 0.000000 ,Fi[23][30] = 0.000000
Fr[23][31] = 0.000000 ,Fi[23][31] = 0.000000
Fr[24][0] = 0.000000 ,Fi[24][0] = -16.000000
Fr[24][1] = 0.000000 ,Fi[24][1] = 0.000000
Fr[24][2] = 0.000000 ,Fi[24][2] = 0.000000
Fr[24][3] = 0.000000 ,Fi[24][3] = 0.000000
Fr[24][4] = 0.000000 ,Fi[24][4] = 0.000000
Fr[24][5] = 0.000000 ,Fi[24][5] = 0.000000
Fr[24][6] = 0.000000 ,Fi[24][6] = 0.000000
Fr[24][7] = 0.000000 ,Fi[24][7] = 0.000000
Fr[24][8] = 0.000000 ,Fi[24][8] = 0.000000
Fr[24][9] = 0.000000 ,Fi[24][9] = 0.000000
Fr[24][10] = 0.000000 ,Fi[24][10] = 0.000000
Fr[24][11] = 0.000000 ,Fi[24][11] = 0.000000
Fr[24][12] = 0.000000 ,Fi[24][12] = 0.000000
Fr[24][13] = 0.000000 ,Fi[24][13] = 0.000000
Fr[24][14] = 0.000000 ,Fi[24][14] = 0.000000
Fr[24][15] = 0.000000 ,Fi[24][15] = 0.000000
Fr[24][16] = 0.000000 ,Fi[24][16] = 0.000000
Fr[24][17] = 0.000000 ,Fi[24][17] = 0.000000
Fr[24][18] = 0.000000 ,Fi[24][18] = 0.000000
Fr[24][19] = 0.000000 ,Fi[24][19] = 0.000000
Fr[24][20] = 0.000000 ,Fi[24][20] = 0.000000
Fr[24][21] = 0.000000 ,Fi[24][21] = 0.000000
Fr[24][22] = 0.000000 ,Fi[24][22] = 0.000000
Fr[24][23] = 0.000000 ,Fi[24][23] = 0.000000
Fr[24][24] = 0.000000 ,Fi[24][24] = 0.000000
Fr[24][25] = 0.000000 ,Fi[24][25] = 0.000000
Fr[24][26] = 0.000000 ,Fi[24][26] = 0.000000
Fr[24][27] = 0.000000 ,Fi[24][27] = 0.000000
Fr[24][28] = 0.000000 ,Fi[24][28] = 0.000000
Fr[24][29] = 0.000000 ,Fi[24][29] = 0.000000
Fr[24][30] = 0.000000 ,Fi[24][30] = 0.000000
Fr[24][31] = 0.000000 ,Fi[24][31] = 0.000000
Fr[25][0] = 0.027313 ,Fi[25][0] = -0.277313
Fr[25][1] = 0.000000 ,Fi[25][1] = 0.000000
Fr[25][2] = 0.000000 ,Fi[25][2] = 0.000000
Fr[25][3] = 0.000000 ,Fi[25][3] = 0.000000
Fr[25][4] = 0.000000 ,Fi[25][4] = 0.000000
Fr[25][5] = 0.000000 ,Fi[25][5] = 0.000000
Fr[25][6] = 0.000000 ,Fi[25][6] = 0.000000
Fr[25][7] = 0.000000 ,Fi[25][7] = 0.000000
Fr[25][8] = 0.000000 ,Fi[25][8] = 0.000000
Fr[25][9] = 0.000000 ,Fi[25][9] = 0.000000
Fr[25][10] = 0.000000 ,Fi[25][10] = 0.000000
Fr[25][11] = 0.000000 ,Fi[25][11] = 0.000000
Fr[25][12] = 0.000000 ,Fi[25][12] = 0.000000
Fr[25][13] = 0.000000 ,Fi[25][13] = 0.000000
Fr[25][14] = 0.000000 ,Fi[25][14] = 0.000000
Fr[25][15] = 0.000000 ,Fi[25][15] = 0.000000
Fr[25][16] = 0.000000 ,Fi[25][16] = 0.000000
Fr[25][17] = 0.000000 ,Fi[25][17] = 0.000000
Fr[25][18] = 0.000000 ,Fi[25][18] = 0.000000
Fr[25][19] = 0.000000 ,Fi[25][19] = 0.000000
Fr[25][20] = 0.000000 ,Fi[25][20] = 0.000000
Fr[25][21] = 0.000000 ,Fi[25][21] = 0.000000
Fr[25][22] = 0.000000 ,Fi[25][22] = 0.000000
Fr[25][23] = 0.000000 ,Fi[25][23] = 0.000000
Fr[25][24] = 0.000000 ,Fi[25][24] = 0.000000
Fr[25][25] = 0.000000 ,Fi[25][25] = 0.000000
Fr[25][26] = 0.000000 ,Fi[25][26] = 0.000000
Fr[25][27] = 0.000000 ,Fi[25][27] = 0.000000
Fr[25][28] = 0.000000 ,Fi[25][28] = 0.000000
Fr[25][29] = 0.000000 ,Fi[25][29] = 0.000000
Fr[25][30] = 0.000000 ,Fi[25][30] = 0.000000
Fr[25][31] = 0.000000 ,Fi[25][31] = 0.000000
Fr[26][0] = 0.248303 ,Fi[26][0] = -1.248303
Fr[26][1] = 0.000000 ,Fi[26][1] = 0.000000
Fr[26][2] = 0.000000 ,Fi[26][2] = 0.000000
Fr[26][3] = 0.000000 ,Fi[26][3] = 0.000000
Fr[26][4] = 0.000000 ,Fi[26][4] = 0.000000
Fr[26][5] = 0.000000 ,Fi[26][5] = 0.000000
Fr[26][6] = 0.000000 ,Fi[26][6] = 0.000000
Fr[26][7] = 0.000000 ,Fi[26][7] = 0.000000
Fr[26][8] = 0.000000 ,Fi[26][8] = 0.000000
Fr[26][9] = 0.000000 ,Fi[26][9] = 0.000000
Fr[26][10] = 0.000000 ,Fi[26][10] = 0.000000
Fr[26][11] = 0.000000 ,Fi[26][11] = 0.000000
Fr[26][12] = 0.000000 ,Fi[26][12] = 0.000000
Fr[26][13] = 0.000000 ,Fi[26][13] = 0.000000
Fr[26][14] = 0.000000 ,Fi[26][14] = 0.000000
Fr[26][15] = 0.000000 ,Fi[26][15] = 0.000000
Fr[26][16] = 0.000000 ,Fi[26][16] = 0.000000
Fr[26][17] = 0.000000 ,Fi[26][17] = 0.000000
Fr[26][18] = 0.000000 ,Fi[26][18] = 0.000000
Fr[26][19] = 0.000000 ,Fi[26][19] = 0.000000
Fr[26][20] = 0.000000 ,Fi[26][20] = 0.000000
Fr[26][21] = 0.000000 ,Fi[26][21] = 0.000000
Fr[26][22] = 0.000000 ,Fi[26][22] = 0.000000
Fr[26][23] = 0.000000 ,Fi[26][23] = 0.000000
Fr[26][24] = 0.000000 ,Fi[26][24] = 0.000000
Fr[26][25] = 0.000000 ,Fi[26][25] = 0.000000
Fr[26][26] = 0.000000 ,Fi[26][26] = 0.000000
Fr[26][27] = 0.000000 ,Fi[26][27] = 0.000000
Fr[26][28] = 0.000000 ,Fi[26][28] = 0.000000
Fr[26][29] = 0.000000 ,Fi[26][29] = 0.000000
Fr[26][30] = 0.000000 ,Fi[26][30] = 0.000000
Fr[26][31] = 0.000000 ,Fi[26][31] = 0.000000
Fr[27][0] = 0.108859 ,Fi[27][0] = -0.358859
Fr[27][1] = 0.000000 ,Fi[27][1] = 0.000000
Fr[27][2] = 0.000000 ,Fi[27][2] = 0.000000
Fr[27][3] = 0.000000 ,Fi[27][3] = 0.000000
Fr[27][4] = 0.000000 ,Fi[27][4] = 0.000000
Fr[27][5] = 0.000000 ,Fi[27][5] = 0.000000
Fr[27][6] = 0.000000 ,Fi[27][6] = 0.000000
Fr[27][7] = 0.000000 ,Fi[27][7] = 0.000000
Fr[27][8] = 0.000000 ,Fi[27][8] = 0.000000
Fr[27][9] = 0.000000 ,Fi[27][9] = 0.000000
Fr[27][10] = 0.000000 ,Fi[27][10] = 0.000000
Fr[27][11] = 0.000000 ,Fi[27][11] = 0.000000
Fr[27][12] = 0.000000 ,Fi[27][12] = 0.000000
Fr[27][13] = 0.000000 ,Fi[27][13] = 0.000000
Fr[27][14] = 0.000000 ,Fi[27][14] = 0.000000
Fr[27][15] = 0.000000 ,Fi[27][15] = 0.000000
Fr[27][16] = 0.000000 ,Fi[27][16] = 0.000000
Fr[27][17] = 0.000000 ,Fi[27][17] = 0.000000
Fr[27][18] = 0.000000 ,Fi[27][18] = 0.000000
Fr[27][19] = 0.000000 ,Fi[27][19] = 0.000000
Fr[27][20] = 0.000000 ,Fi[27][20] = 0.000000
Fr[27][21] = 0.000000 ,Fi[27][21] = 0.000000
Fr[27][22] = 0.000000 ,Fi[27][22] = 0.000000
Fr[27][23] = 0.000000 ,Fi[27][23] = 0.000000
Fr[27][24] = 0.000000 ,Fi[27][24] = 0.000000
Fr[27][25] = 0.000000 ,Fi[27][25] = 0.000000
Fr[27][26] = 0.000000 ,Fi[27][26] = 0.000000
Fr[27][27] = 0.000000 ,Fi[27][27] = 0.000000
Fr[27][28] = 0.000000 ,Fi[27][28] = 0.000000
Fr[27][29] = 0.000000 ,Fi[27][29] = 0.000000
Fr[27][30] = 0.000000 ,Fi[27][30] = 0.000000
Fr[27][31] = 0.000000 ,Fi[27][31] = 0.000000
Fr[28][0] = 2.828427 ,Fi[28][0] = -6.828427
Fr[28][1] = 0.000000 ,Fi[28][1] = 0.000000
Fr[28][2] = 0.000000 ,Fi[28][2] = 0.000000
Fr[28][3] = 0.000000 ,Fi[28][3] = 0.000000
Fr[28][4] = 0.000000 ,Fi[28][4] = 0.000000
Fr[28][5] = 0.000000 ,Fi[28][5] = 0.000000
Fr[28][6] = 0.000000 ,Fi[28][6] = 0.000000
Fr[28][7] = 0.000000 ,Fi[28][7] = 0.000000
Fr[28][8] = 0.000000 ,Fi[28][8] = 0.000000
Fr[28][9] = 0.000000 ,Fi[28][9] = 0.000000
Fr[28][10] = 0.000000 ,Fi[28][10] = 0.000000
Fr[28][11] = 0.000000 ,Fi[28][11] = 0.000000
Fr[28][12] = 0.000000 ,Fi[28][12] = 0.000000
Fr[28][13] = 0.000000 ,Fi[28][13] = 0.000000
Fr[28][14] = 0.000000 ,Fi[28][14] = 0.000000
Fr[28][15] = 0.000000 ,Fi[28][15] = 0.000000
Fr[28][16] = 0.000000 ,Fi[28][16] = 0.000000
Fr[28][17] = 0.000000 ,Fi[28][17] = 0.000000
Fr[28][18] = 0.000000 ,Fi[28][18] = 0.000000
Fr[28][19] = 0.000000 ,Fi[28][19] = 0.000000
Fr[28][20] = 0.000000 ,Fi[28][20] = 0.000000
Fr[28][21] = 0.000000 ,Fi[28][21] = 0.000000
Fr[28][22] = 0.000000 ,Fi[28][22] = 0.000000
Fr[28][23] = 0.000000 ,Fi[28][23] = 0.000000
Fr[28][24] = 0.000000 ,Fi[28][24] = 0.000000
Fr[28][25] = 0.000000 ,Fi[28][25] = 0.000000
Fr[28][26] = 0.000000 ,Fi[28][26] = 0.000000
Fr[28][27] = 0.000000 ,Fi[28][27] = 0.000000
Fr[28][28] = 0.000000 ,Fi[28][28] = 0.000000
Fr[28][29] = 0.000000 ,Fi[28][29] = 0.000000
Fr[28][30] = 0.000000 ,Fi[28][30] = 0.000000
Fr[28][31] = 0.000000 ,Fi[28][31] = 0.000000
Fr[29][0] = 0.287070 ,Fi[29][0] = -0.537070
Fr[29][1] = 0.000000 ,Fi[29][1] = 0.000000
Fr[29][2] = 0.000000 ,Fi[29][2] = 0.000000
Fr[29][3] = 0.000000 ,Fi[29][3] = 0.000000
Fr[29][4] = 0.000000 ,Fi[29][4] = 0.000000
Fr[29][5] = 0.000000 ,Fi[29][5] = 0.000000
Fr[29][6] = 0.000000 ,Fi[29][6] = 0.000000
Fr[29][7] = 0.000000 ,Fi[29][7] = 0.000000
Fr[29][8] = 0.000000 ,Fi[29][8] = 0.000000
Fr[29][9] = 0.000000 ,Fi[29][9] = 0.000000
Fr[29][10] = 0.000000 ,Fi[29][10] = 0.000000
Fr[29][11] = 0.000000 ,Fi[29][11] = 0.000000
Fr[29][12] = 0.000000 ,Fi[29][12] = 0.000000
Fr[29][13] = 0.000000 ,Fi[29][13] = 0.000000
Fr[29][14] = 0.000000 ,Fi[29][14] = 0.000000
Fr[29][15] = 0.000000 ,Fi[29][15] = 0.000000
Fr[29][16] = 0.000000 ,Fi[29][16] = 0.000000
Fr[29][17] = 0.000000 ,Fi[29][17] = 0.000000
Fr[29][18] = 0.000000 ,Fi[29][18] = 0.000000
Fr[29][19] = 0.000000 ,Fi[29][19] = 0.000000
Fr[29][20] = 0.000000 ,Fi[29][20] = 0.000000
Fr[29][21] = 0.000000 ,Fi[29][21] = 0.000000
Fr[29][22] = 0.000000 ,Fi[29][22] = 0.000000
Fr[29][23] = 0.000000 ,Fi[29][23] = 0.000000
Fr[29][24] = 0.000000 ,Fi[29][24] = 0.000000
Fr[29][25] = 0.000000 ,Fi[29][25] = 0.000000
Fr[29][26] = 0.000000 ,Fi[29][26] = 0.000000
Fr[29][27] = 0.000000 ,Fi[29][27] = 0.000000
Fr[29][28] = 0.000000 ,Fi[29][28] = 0.000000
Fr[29][29] = 0.000000 ,Fi[29][29] = 0.000000
Fr[29][30] = 0.000000 ,Fi[29][30] = 0.000000
Fr[29][31] = 0.000000 ,Fi[29][31] = 0.000000
Fr[30][0] = 2.013670 ,Fi[30][0] = -3.013670
Fr[30][1] = 0.000000 ,Fi[30][1] = 0.000000
Fr[30][2] = 0.000000 ,Fi[30][2] = 0.000000
Fr[30][3] = 0.000000 ,Fi[30][3] = 0.000000
Fr[30][4] = 0.000000 ,Fi[30][4] = 0.000000
Fr[30][5] = 0.000000 ,Fi[30][5] = 0.000000
Fr[30][6] = 0.000000 ,Fi[30][6] = 0.000000
Fr[30][7] = 0.000000 ,Fi[30][7] = 0.000000
Fr[30][8] = 0.000000 ,Fi[30][8] = 0.000000
Fr[30][9] = 0.000000 ,Fi[30][9] = 0.000000
Fr[30][10] = 0.000000 ,Fi[30][10] = 0.000000
Fr[30][11] = 0.000000 ,Fi[30][11] = 0.000000
Fr[30][12] = 0.000000 ,Fi[30][12] = 0.000000
Fr[30][13] = 0.000000 ,Fi[30][13] = 0.000000
Fr[30][14] = 0.000000 ,Fi[30][14] = 0.000000
Fr[30][15] = 0.000000 ,Fi[30][15] = 0.000000
Fr[30][16] = 0.000000 ,Fi[30][16] = 0.000000
Fr[30][17] = 0.000000 ,Fi[30][17] = 0.000000
Fr[30][18] = 0.000000 ,Fi[30][18] = 0.000000
Fr[30][19] = 0.000000 ,Fi[30][19] = 0.000000
Fr[30][20] = 0.000000 ,Fi[30][20] = 0.000000
Fr[30][21] = 0.000000 ,Fi[30][21] = 0.000000
Fr[30][22] = 0.000000 ,Fi[30][22] = 0.000000
Fr[30][23] = 0.000000 ,Fi[30][23] = 0.000000
Fr[30][24] = 0.000000 ,Fi[30][24] = 0.000000
Fr[30][25] = 0.000000 ,Fi[30][25] = 0.000000
Fr[30][26] = 0.000000 ,Fi[30][26] = 0.000000
Fr[30][27] = 0.000000 ,Fi[30][27] = 0.000000
Fr[30][28] = 0.000000 ,Fi[30][28] = 0.000000
Fr[30][29] = 0.000000 ,Fi[30][29] = 0.000000
Fr[30][30] = 0.000000 ,Fi[30][30] = 0.000000
Fr[30][31] = 0.000000 ,Fi[30][31] = 0.000000
Fr[31][0] = 1.144146 ,Fi[31][0] = -1.394146
Fr[31][1] = 0.000000 ,Fi[31][1] = 0.000000
Fr[31][2] = 0.000000 ,Fi[31][2] = 0.000000
Fr[31][3] = 0.000000 ,Fi[31][3] = 0.000000
Fr[31][4] = 0.000000 ,Fi[31][4] = 0.000000
Fr[31][5] = 0.000000 ,Fi[31][5] = 0.000000
Fr[31][6] = 0.000000 ,Fi[31][6] = 0.000000
Fr[31][7] = 0.000000 ,Fi[31][7] = 0.000000
Fr[31][8] = 0.000000 ,Fi[31][8] = 0.000000
Fr[31][9] = 0.000000 ,Fi[31][9] = 0.000000
Fr[31][10] = 0.000000 ,Fi[31][10] = 0.000000
Fr[31][11] = 0.000000 ,Fi[31][11] = 0.000000
Fr[31][12] = 0.000000 ,Fi[31][12] = 0.000000
Fr[31][13] = 0.000000 ,Fi[31][13] = 0.000000
Fr[31][14] = 0.000000 ,Fi[31][14] = 0.000000
Fr[31][15] = 0.000000 ,Fi[31][15] = 0.000000
Fr[31][16] = 0.000000 ,Fi[31][16] = 0.000000
Fr[31][17] = 0.000000 ,Fi[31][17] = 0.000000
Fr[31][18] = 0.000000 ,Fi[31][18] = 0.000000
Fr[31][19] = 0.000000 ,Fi[31][19] = 0.000000
Fr[31][20] = 0.000000 ,Fi[31][20] = 0.000000
Fr[31][21] = 0.000000 ,Fi[31][21] = 0.000000
Fr[31][22] = 0.000000 ,Fi[31][22] = 0.000000
Fr[31][23] = 0.000000 ,Fi[31][23] = 0.000000
Fr[31][24] = 0.000000 ,Fi[31][24] = 0.000000
Fr[31][25] = 0.000000 ,Fi[31][25] = 0.000000
Fr[31][26] = 0.000000 ,Fi[31][26] = 0.000000
Fr[31][27] = 0.000000 ,Fi[31][27] = 0.000000
Fr[31][28] = 0.000000 ,Fi[31][28] = 0.000000
Fr[31][29] = 0.000000 ,Fi[31][29] = 0.000000
Fr[31][30] = 0.000000 ,Fi[31][30] = 0.000000
Fr[31][31] = 0.000000 ,Fi[31][31] = 0.000000
